province,city,data,AQI,type,month,day
上海市,上海市,177.48,227.48,PM2.5,1,31
上海市,上海市,174.552,224.552,PM2.5,1,30
上海市,上海市,126.4952,166.4217143,PM2.5,1,19
上海市,上海市,123.2288,161.7554286,PM2.5,2,1
上海市,上海市,112.5176,146.897,PM2.5,11,28
上海市,上海市,110.8256,144.782,PM2.5,1,17
上海市,上海市,108.2392,141.549,PM2.5,11,29
上海市,上海市,106.1384,138.923,PM2.5,2,2
上海市,上海市,103.0796,135.0995,PM2.5,1,1
上海市,上海市,209.4216,129.7108,PM10,1,31
上海市,上海市,98.6716,129.5895,PM2.5,4,28
上海市,上海市,98.304,129.13,PM2.5,1,29
上海市,上海市,97.3504,127.938,PM2.5,12,17
上海市,上海市,93.9352,123.669,PM2.5,1,20
上海市,上海市,193.336,121.668,PM10,1,30
上海市,上海市,90.0568,118.821,PM2.5,1,8
上海市,上海市,87.52,115.65,PM2.5,2,8
上海市,上海市,87.1464,115.183,PM2.5,1,18
上海市,上海市,86.9396,114.9245,PM2.5,12,18
上海市,上海市,175.072,113.7018182,O3,6,12
上海市,上海市,103.7112,111.8556,NO2,1,31
上海市,上海市,84.1508,111.4385,PM2.5,5,29
上海市,上海市,95.2056,107.6028,NO2,12,19
上海市,上海市,80.192,106.49,PM2.5,11,27
上海市,上海市,166.9408,106.3098182,O3,6,13
上海市,上海市,80.0392,106.299,PM2.5,3,23
上海市,上海市,79.9576,106.197,PM2.5,12,13
上海市,上海市,91.9392,105.9696,NO2,12,18
上海市,上海市,88.9872,104.4936,NO2,11,29
上海市,上海市,78.4388,104.2985,PM2.5,1,23
上海市,上海市,156.7912,103.3956,PM10,1,19
上海市,上海市,83.9856,101.9928,NO2,1,30
上海市,上海市,83.8728,101.9364,NO2,2,2
上海市,上海市,152.8204,101.4102,PM10,11,28
上海市,上海市,82.5516,101.2758,NO2,1,13
上海市,上海市,81.6772,100.8386,NO2,11,28
上海市,上海市,74.7648,99.706,PM2.5,11,25
上海市,上海市,148.8096,99.4048,PM10,1,17
上海市,上海市,147.6512,98.8256,PM10,11,29
上海市,上海市,73.4644,98.0805,PM2.5,3,22
上海市,上海市,78.2004,97.7505,NO2,2,1
上海市,上海市,157.24,97.7,O3,4,28
上海市,上海市,142.858,96.429,PM10,2,1
上海市,上海市,71.2948,95.3685,PM2.5,4,27
上海市,上海市,139.5376,94.7688,PM10,4,11
上海市,上海市,138.4068,94.2034,PM10,1,1
上海市,上海市,70.3372,94.1715,PM2.5,4,29
上海市,上海市,70.206,94.0075,PM2.5,12,22
上海市,上海市,74.9808,93.726,NO2,11,27
上海市,上海市,152.054,93.37833333,O3,9,6
